Production_Date,Month,Quarter,Year,Plant_Location,Department,Machine_ID,Machine_Type,Shift,Product_Being_Manufactured,Raw_Material,Machine_Condition,Units_Produced,Target_Units,Production_Efficiency_%,Defect_Count,Defect_Rate_%,Defect_Type,Downtime_Hours,Production_Cost_INR,Energy_Consumption_kWh,Maintenance_Required,Order_Status
02-09-2023,September,Q3,2023,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),Recycling Machine,PP Granules Grade A,Excellent,354,426,83.1,1,0.28,No Defect,0.17,20448,68.32,Yes,Completed
02-09-2023,September,Q3,2023,Kanpur Plant,Quality Control,LC-024,Tensile Strength Tester,Afternoon (2PM-10PM),CSN 4 Circular Loom,PP Granules Grade B,Poor,333,442,75.34,24,7.21,GSM Out of Range,6.37,34360,41.86,No,Completed
02-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Night (10PM-6AM),CSN 4 Circular Loom,Recycled PP Pellets,Excellent,363,228,100,9,2.48,No Defect,0.36,27567,119.35,No,Completed
02-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,Master Batch Additive,Excellent,427,269,100,6,1.41,Weft Skip,1.81,34469,82.83,Yes,Completed
03-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),LSL Circular Loom,PP Granules Grade B,Good,264,492,53.66,10,3.79,Uneven Winding Tension,1.46,96396,100.96,No,In Progress
03-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Afternoon (2PM-10PM),Nova 10 Circular Loom,Recycled PP Pellets,Good,102,344,29.65,14,13.73,Thickness Inconsistency,0.8,98423,95.35,No,Completed
03-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),Precision Tape Winder,PP Granules Grade A,Good,224,421,53.21,10,4.46,Tape Overlap,1.14,80930,102.64,No,Completed
03-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Night (10PM-6AM),Extrusion Lamination Line,HDPE Granules,Good,393,277,100,3,0.76,Shuttle Jam,1.81,53829,82.3,No,Completed
03-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Tape Extrusion Line,Master Batch Additive,Good,439,415,100,7,1.59,Thickness Inconsistency,1.62,13938,20.24,No,Delayed
03-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),Strapping Line,Recycled PP Pellets,Poor,51,436,11.7,31,60.78,No Defect,8.88,45548,86.32,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Quality Control,LC-025,GSM Testing Equipment,Afternoon (2PM-10PM),Tape Extrusion Line,PP Granules Grade B,Excellent,235,421,55.82,14,5.96,UV Resistance Failure,0.22,85766,92.13,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Strapping Line,PP Granules Grade A,Fair,293,442,66.29,16,5.46,Filament Breakage,2.17,72046,56.87,No,In Progress
04-09-2023,September,Q3,2023,Bengaluru Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Night (10PM-6AM),Nova 10 Circular Loom,HDPE Granules,Fair,225,314,71.66,8,3.56,Peel Strength Failure,1.57,64621,33.28,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Morning (6AM-2PM),FSN 4 Circular Loom,Master Batch Additive,Excellent,396,321,100,4,1.01,No Defect,1.11,28033,63.31,No,Completed
04-09-2023,September,Q3,2023,Bengaluru Plant,Circular Loom,LC-009,LSL Circular Loom,Night (10PM-6AM),Lofil Multifilament Line,HDPE Granules,Good,435,361,100,15,3.45,Weave Pattern Error,1.29,46679,85.66,Yes,Completed
04-09-2023,September,Q3,2023,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade B,Poor,349,316,100,22,6.3,Weave Pattern Error,6.89,53185,134.63,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Precision Tape Winder,PP Granules Grade A,Excellent,393,495,79.39,9,2.29,Weft Skip,1.59,43809,134.65,Yes,Delayed
04-09-2023,September,Q3,2023,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Afternoon (2PM-10PM),Nova 82 Circular Loom,Master Batch Additive,Good,255,461,55.31,13,5.1,Print Misalignment,0.31,78030,45.25,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Morning (6AM-2PM),Lofil Multifilament Line,Master Batch Additive,Excellent,160,301,53.16,11,6.88,No Defect,0.53,82908,104.74,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),FSN 4 Circular Loom,Master Batch Additive,Good,415,445,93.26,6,1.45,Thickness Inconsistency,1.5,94816,64.61,No,Delayed
04-09-2023,September,Q3,2023,Kanpur Plant,Quality Control,LC-026,UV Resistance Chamber,Morning (6AM-2PM),Strapping Line,Master Batch Additive,Good,140,399,35.09,15,10.71,GSM Out of Range,0.89,43598,107.55,No,In Progress
04-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),Nova 82 Circular Loom,PP Granules Grade A,Excellent,205,286,71.68,15,7.32,Uneven Winding Tension,0.42,92871,138.6,No,In Progress
04-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Lofil Multifilament Line,PP Granules Grade B,Fair,236,347,68.01,22,9.32,Bobbin Package Defect,2.46,49477,23.87,No,In Progress
04-09-2023,September,Q3,2023,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Morning (6AM-2PM),Nova 10 Circular Loom,PP Granules Grade A,Excellent,348,335,100,2,0.57,Denier Inconsistency,1.56,26747,99.01,Yes,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Precision Tape Winder,Recycled PP Pellets,Excellent,186,214,86.92,8,4.3,No Defect,0.67,95200,52.76,No,Completed
04-09-2023,September,Q3,2023,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Nova 82 Circular Loom,Master Batch Additive,Fair,83,489,16.97,12,14.46,No Defect,3.37,34914,44.23,No,Completed
05-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Night (10PM-6AM),Nova 10 Circular Loom,Recycled PP Pellets,Good,300,202,100,10,3.33,No Defect,0.81,36712,79.41,No,Completed
05-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),Nova 82 Circular Loom,HDPE Granules,Excellent,324,336,96.43,7,2.16,Weft Skip,0.25,74480,111.65,No,Completed
05-09-2023,September,Q3,2023,Bengaluru Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Morning (6AM-2PM),Tape Extrusion Line,Master Batch Additive,Good,320,323,99.07,0,0,No Defect,0.6,70223,120.32,Yes,Completed
05-09-2023,September,Q3,2023,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),Lofil Multifilament Line,PP Granules Grade B,Good,437,352,100,15,3.43,Tape Overlap,0.48,93517,21.23,No,Completed
05-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),FSN 4 Circular Loom,Master Batch Additive,Fair,376,276,100,18,4.79,Uneven Winding Tension,2.21,91665,107.46,Yes,In Progress
05-09-2023,September,Q3,2023,Bengaluru Plant,Tape Winding,LC-004,Precision Winder PW-100,Night (10PM-6AM),Nova 82 Circular Loom,Master Batch Additive,Good,79,363,21.76,4,5.06,Tape Overlap,0.42,74275,87.46,No,Delayed
05-09-2023,September,Q3,2023,Bengaluru Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Morning (6AM-2PM),Nova 82 Circular Loom,PP Granules Grade A,Excellent,433,206,100,10,2.31,No Defect,1.03,98307,100.04,Yes,Completed
05-09-2023,September,Q3,2023,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Morning (6AM-2PM),Lofil Multifilament Line,Recycled PP Pellets,Good,162,456,35.53,4,2.47,Print Misalignment,0.06,57666,67.47,No,Delayed
05-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Lofil Multifilament Line,Master Batch Additive,Poor,297,480,61.88,24,8.08,Tape Overlap,5.07,79008,140.21,No,In Progress
05-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),Precision Tape Winder,Master Batch Additive,Good,66,302,21.85,14,21.21,Wind Ratio Error,1.95,96468,124.75,No,In Progress
05-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),Strapping Line,PP Granules Grade B,Excellent,193,422,45.73,11,5.7,Weave Pattern Error,0.8,26024,27.17,No,Completed
05-09-2023,September,Q3,2023,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Afternoon (2PM-10PM),CSN 4 Circular Loom,Recycled PP Pellets,Poor,242,299,80.94,28,11.57,No Defect,7.6,67336,135.39,No,Completed
05-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),CSN 4 Circular Loom,HDPE Granules,Poor,244,245,99.59,25,10.25,Weave Pattern Error,4,62954,140.9,No,Completed
06-09-2023,September,Q3,2023,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),Nova 10 Circular Loom,PP Granules Grade B,Excellent,190,457,41.58,12,6.32,Wind Ratio Error,0.54,84598,134.56,No,Completed
06-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),Nova 10 Circular Loom,PP Granules Grade A,Good,132,329,40.12,5,3.79,Fabric Tear,2,26044,43.43,No,Completed
06-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),Nova 10 Circular Loom,HDPE Granules,Poor,158,443,35.67,22,13.92,No Defect,7.56,34244,133.9,No,Completed
06-09-2023,September,Q3,2023,Bengaluru Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),Strapping Line,PP Granules Grade B,Good,166,333,49.85,16,9.64,Air Bubble,1.37,51637,136.12,No,On Hold
06-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Night (10PM-6AM),Nova 82 Circular Loom,Master Batch Additive,Excellent,345,363,95.04,9,2.61,No Defect,0.13,31684,142.44,No,In Progress
06-09-2023,September,Q3,2023,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Afternoon (2PM-10PM),FSN 4 Circular Loom,Master Batch Additive,Excellent,137,402,34.08,12,8.76,Cut Length Error,0.74,94116,135.9,Yes,On Hold
06-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade B,Fair,83,482,17.22,20,24.1,Bobbin Package Defect,1.81,15942,100.94,No,On Hold
06-09-2023,September,Q3,2023,Bengaluru Plant,Conversion,LC-018,FIBC Conversion Line,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade B,Fair,343,376,91.22,26,7.58,Bag Dimension Error,2.37,61944,71.43,Yes,In Progress
06-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),FSN 4 Circular Loom,Master Batch Additive,Excellent,269,414,64.98,14,5.2,Tape Width Variation,0.63,98783,112.49,No,In Progress
06-09-2023,September,Q3,2023,Kanpur Plant,Quality Control,LC-024,Tensile Strength Tester,Morning (6AM-2PM),Tape Extrusion Line,Master Batch Additive,Good,383,236,100,1,0.26,GSM Out of Range,0.54,76082,26.9,No,In Progress
06-09-2023,September,Q3,2023,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade B,Good,332,445,74.61,13,3.92,Uneven Winding Tension,0.01,37261,118.8,No,Completed
06-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,Master Batch Additive,Good,223,305,73.11,12,5.38,Shuttle Jam,1.53,46748,94.45,No,Delayed
06-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),Precision Tape Winder,Recycled PP Pellets,Fair,400,480,83.33,12,3,No Defect,4.56,20834,140.78,No,Completed
07-09-2023,September,Q3,2023,Bengaluru Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade A,Poor,175,234,74.79,31,17.71,Shuttle Jam,3.43,98782,29.18,No,In Progress
07-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Night (10PM-6AM),Nova 10 Circular Loom,Recycled PP Pellets,Excellent,113,476,23.74,14,12.39,Bobbin Package Defect,0.77,61652,125.14,Yes,Completed
07-09-2023,September,Q3,2023,Bengaluru Plant,Quality Control,LC-025,GSM Testing Equipment,Night (10PM-6AM),FSN 4 Circular Loom,PP Granules Grade A,Excellent,160,438,36.53,11,6.88,GSM Out of Range,1.51,66170,35.98,No,Completed
07-09-2023,September,Q3,2023,Kanpur Plant,R&D,LC-029,Lab Scale Extruder,Afternoon (2PM-10PM),Lofil Multifilament Line,Recycled PP Pellets,Excellent,52,417,12.47,9,17.31,No Defect,0.19,17792,73.39,No,Completed
07-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),Recycling Machine,Master Batch Additive,Excellent,140,465,30.11,14,10,Uneven Winding Tension,1.77,69043,23.32,No,Completed
07-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Night (10PM-6AM),Precision Tape Winder,PP Granules Grade B,Good,194,456,42.54,16,8.25,Melt Flow Issue,1.89,92792,24.66,No,Completed
07-09-2023,September,Q3,2023,Kanpur Plant,Recycling,LC-023,Shredder Extruder SE-150,Afternoon (2PM-10PM),Nova 10 Circular Loom,PP Granules Grade B,Good,231,377,61.27,7,3.03,Throughput Drop,1.5,75229,76.45,No,In Progress
07-09-2023,September,Q3,2023,Kanpur Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Morning (6AM-2PM),Nova 10 Circular Loom,Master Batch Additive,Fair,186,280,66.43,11,5.91,No Defect,3.51,21110,133.99,No,In Progress
07-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),Extrusion Lamination Line,Master Batch Additive,Excellent,130,243,53.5,11,8.46,Fabric Tear,0.57,15471,96.9,No,In Progress
07-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Nova 10 Circular Loom,Recycled PP Pellets,Good,212,274,77.37,19,8.96,No Defect,1.68,22551,57.28,No,Completed
07-09-2023,September,Q3,2023,Bengaluru Plant,Quality Control,LC-026,UV Resistance Chamber,Morning (6AM-2PM),CSN 4 Circular Loom,Master Batch Additive,Fair,436,239,100,18,4.13,GSM Out of Range,2.39,99251,71.15,No,In Progress
07-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Afternoon (2PM-10PM),Recycling Machine,PP Granules Grade A,Good,421,392,100,3,0.71,Thickness Inconsistency,0.32,63809,85.75,No,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,R&D,LC-028,Prototype Circular Loom,Afternoon (2PM-10PM),CSN 4 Circular Loom,Master Batch Additive,Fair,63,376,16.76,22,34.92,No Defect,4.97,92433,98.38,No,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),CSN 4 Circular Loom,Recycled PP Pellets,Poor,297,341,87.1,29,9.76,No Defect,3.86,41340,86.36,No,Delayed
08-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),Nova 10 Circular Loom,Recycled PP Pellets,Good,78,253,30.83,9,11.54,No Defect,1.64,96265,65.82,No,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Morning (6AM-2PM),Strapping Line,PP Granules Grade B,Good,296,286,100,20,6.76,No Defect,0.06,98079,117.2,No,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Nova 82 Circular Loom,PP Granules Grade B,Fair,297,228,100,24,8.08,Weave Pattern Error,1.04,93851,48.07,Yes,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Night (10PM-6AM),Nova 82 Circular Loom,PP Granules Grade A,Good,293,205,100,6,2.05,No Defect,0.64,23932,118.92,No,Completed
08-09-2023,September,Q3,2023,Bengaluru Plant,R&D,LC-030,Pilot Winding Unit,Morning (6AM-2PM),CSN 4 Circular Loom,HDPE Granules,Poor,366,305,100,37,10.11,No Defect,3.42,17962,136.18,No,Delayed
08-09-2023,September,Q3,2023,Bengaluru Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),FSN 4 Circular Loom,HDPE Granules,Good,87,272,31.99,12,13.79,Wind Ratio Error,0.19,20951,71.4,Yes,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Morning (6AM-2PM),Precision Tape Winder,PP Granules Grade B,Fair,58,437,13.27,14,24.14,Weft Skip,2.72,20993,78.68,No,Completed
08-09-2023,September,Q3,2023,Bengaluru Plant,Conversion,LC-017,Flexographic Printing Machine,Night (10PM-6AM),Tape Extrusion Line,PP Granules Grade A,Fair,183,482,37.97,20,10.93,Bag Dimension Error,1.37,10729,35.32,No,Completed
08-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade A,Good,280,232,100,3,1.07,Tape Overlap,0.08,75992,44.42,No,Completed
08-09-2023,September,Q3,2023,Bengaluru Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Extrusion Lamination Line,Recycled PP Pellets,Excellent,214,456,46.93,19,8.88,Coating Thickness Variation,0.66,31474,113.56,No,Completed
09-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Morning (6AM-2PM),Strapping Line,Recycled PP Pellets,Excellent,271,350,77.43,16,5.9,Peel Strength Failure,1.01,87975,20.88,Yes,In Progress
09-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Extrusion Lamination Line,HDPE Granules,Excellent,176,285,61.75,14,7.95,Wind Ratio Error,1.09,25405,114.14,Yes,Completed
09-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),Tape Extrusion Line,PP Granules Grade A,Excellent,325,253,100,6,1.85,No Defect,1.19,16140,124,No,Completed
09-09-2023,September,Q3,2023,Bengaluru Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),LSL Circular Loom,PP Granules Grade A,Good,363,281,100,1,0.28,Weave Pattern Error,1.01,40039,52,Yes,Completed
09-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade A,Good,197,474,41.56,11,5.58,Uneven Winding Tension,1.54,61206,88.27,No,In Progress
09-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Precision Tape Winder,Master Batch Additive,Fair,82,490,16.73,18,21.95,Broken Warp Tape,4.34,57989,130.65,Yes,Completed
09-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),Lofil Multifilament Line,PP Granules Grade A,Good,141,443,31.83,15,10.64,Melt Flow Issue,1.8,64939,135.09,No,On Hold
09-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade B,Excellent,145,494,29.35,18,12.41,Melt Flow Issue,0.89,99886,126.64,No,Delayed
09-09-2023,September,Q3,2023,Bengaluru Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Extrusion Lamination Line,PP Granules Grade A,Excellent,416,240,100,3,0.72,Pellet Size Variation,0.87,57715,136.76,No,In Progress
10-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),Lofil Multifilament Line,PP Granules Grade A,Fair,42,347,12.1,22,52.38,Air Bubble,1.43,64449,31.71,Yes,Delayed
10-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Lofil Multifilament Line,HDPE Granules,Excellent,214,207,100,8,3.74,Shuttle Jam,1.98,67944,69.89,No,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),FSN 4 Circular Loom,PP Granules Grade B,Good,284,356,79.78,9,3.17,No Defect,1.23,11412,82.47,No,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Morning (6AM-2PM),Extrusion Lamination Line,PP Granules Grade B,Good,439,462,95.02,12,2.73,Coating Thickness Variation,1.39,45394,132.74,No,In Progress
10-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Tape Extrusion Line,PP Granules Grade B,Good,78,320,24.38,6,7.69,Tape Breakage,0.24,66893,82.7,No,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),Recycling Machine,PP Granules Grade B,Good,153,379,40.37,9,5.88,Fabric Tear,1.23,15779,49,Yes,In Progress
10-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Afternoon (2PM-10PM),Nova 10 Circular Loom,Master Batch Additive,Poor,193,385,50.13,27,13.99,Broken Warp Tape,4.25,79338,69.42,No,Completed
10-09-2023,September,Q3,2023,Bengaluru Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Nova 82 Circular Loom,PP Granules Grade B,Fair,276,495,55.76,17,6.16,No Defect,3.26,54864,114.66,No,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),LSL Circular Loom,Recycled PP Pellets,Fair,110,385,28.57,14,12.73,Wind Ratio Error,3.32,27355,82.21,Yes,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),LSL Circular Loom,Recycled PP Pellets,Fair,411,246,100,27,6.57,Tape Overlap,4.38,14628,30.74,No,Delayed
10-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),CSN 4 Circular Loom,PP Granules Grade B,Fair,246,407,60.44,11,4.47,Melt Flow Issue,2.36,55241,54.43,Yes,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Morning (6AM-2PM),FSN 4 Circular Loom,Recycled PP Pellets,Good,166,218,76.15,7,4.22,Peel Strength Failure,1.2,92743,91.17,Yes,Completed
10-09-2023,September,Q3,2023,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Good,219,249,87.95,7,3.2,Uneven Winding Tension,0.06,79964,76.93,No,Completed
10-09-2023,September,Q3,2023,Bengaluru Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Morning (6AM-2PM),FSN 4 Circular Loom,PP Granules Grade A,Excellent,280,446,62.78,10,3.57,Denier Inconsistency,0.27,92735,77.89,No,Delayed
11-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Strapping Line,HDPE Granules,Poor,46,456,10.09,34,73.91,Tape Breakage,4.36,47514,88.8,No,In Progress
11-09-2023,September,Q3,2023,Bengaluru Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),Strapping Line,Master Batch Additive,Good,69,326,21.17,14,20.29,Shuttle Jam,0.6,23013,70.75,No,On Hold
11-09-2023,September,Q3,2023,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),Extrusion Lamination Line,PP Granules Grade A,Fair,165,259,63.71,20,12.12,Delamination,1.05,71255,126.62,No,Completed
11-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),FIBC Conversion Line,Master Batch Additive,Good,40,251,15.94,15,37.5,Weft Skip,0.55,93654,136.62,No,Completed
11-09-2023,September,Q3,2023,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Night (10PM-6AM),Strapping Line,PP Granules Grade A,Good,286,228,100,14,4.9,Shuttle Jam,1.14,17531,23.29,No,In Progress
11-09-2023,September,Q3,2023,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),CSN 4 Circular Loom,HDPE Granules,Good,205,318,64.47,9,4.39,Tape Width Variation,1.31,17164,80.74,No,Completed
11-09-2023,September,Q3,2023,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Morning (6AM-2PM),Lofil Multifilament Line,Recycled PP Pellets,Poor,83,464,17.89,27,32.53,Print Misalignment,5.81,34493,38.62,No,Completed
11-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Precision Tape Winder,Recycled PP Pellets,Good,121,353,34.28,19,15.7,No Defect,0.57,31692,146.17,No,Completed
11-09-2023,September,Q3,2023,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Lofil Multifilament Line,HDPE Granules,Fair,274,275,99.64,14,5.11,Melt Flow Issue,2.91,14050,86.29,No,In Progress
